Date,Bitcoin
2018-01-22,26.22222222222222
2018-01-23,29.333333333333336
2018-01-24,30.888888888888886
2018-01-25,30.888888888888886
2018-01-26,32.44444444444444
2018-01-27,44.888888888888886
2018-01-28,49.55555555555556
2018-01-29,46.44444444444444
2018-01-30,37.11111111111111
2018-01-31,32.44444444444444
2018-02-01,19.0
2018-02-02,30.02941176470588
2018-02-03,17.23529411764706
2018-02-04,13.264705882352942
2018-02-05,30.47058823529412
2018-02-06,37.970588235294116
2018-02-07,21.205882352941178
2018-02-08,17.676470588235297
2018-02-09,12.823529411764707
2018-02-10,9.735294117647062
2018-02-11,7.9705882352941195
2018-02-12,9.294117647058826
2018-02-13,8.411764705882355
2018-02-14,9.294117647058826
2018-02-15,8.85294117647059
2018-02-16,7.9705882352941195
2018-02-17,6.647058823529413
2018-02-18,6.647058823529413
2018-02-19,6.2058823529411775
2018-02-20,8.411764705882355
2018-02-21,7.9705882352941195
2018-02-22,6.2058823529411775
2018-02-23,5.323529411764708
2018-02-24,3.5588235294117663
2018-02-25,3.1176470588235308
2018-02-26,4.882352941176473
2018-02-27,5.323529411764708
2018-02-28,4.882352941176473
2018-03-01,15.0
2018-03-02,11.571428571428577
2018-03-03,13.285714285714285
2018-03-04,8.142857142857146
2018-03-05,11.0
2018-03-06,13.285714285714285
2018-03-07,24.142857142857146
2018-03-08,21.285714285714285
2018-03-09,28.714285714285715
2018-03-10,11.571428571428577
2018-03-11,11.0
2018-03-12,18.42857142857143
2018-03-13,11.571428571428577
2018-03-14,22.42857142857143
2018-03-15,31.0
2018-03-16,20.714285714285715
2018-03-17,14.42857142857143
2018-03-18,23.57142857142857
2018-03-19,20.142857142857146
2018-03-20,17.285714285714285
2018-03-21,15.571428571428577
2018-03-22,16.142857142857146
2018-03-23,9.857142857142861
2018-03-24,3.0000000000000036
2018-03-25,1.2857142857142883
2018-03-26,12.142857142857146
2018-03-27,13.857142857142861
2018-03-28,13.857142857142861
2018-03-29,18.42857142857143
2018-03-30,28.142857142857146
2018-03-31,12.142857142857146
2018-04-01,12.0
2018-04-02,13.565217391304348
2018-04-03,12.391304347826088
2018-04-04,12.0
2018-04-05,11.478260869565217
2018-04-06,11.869565217391305
2018-04-07,9.782608695652174
2018-04-08,9.130434782608695
2018-04-09,10.82608695652174
2018-04-10,10.82608695652174
2018-04-11,9.782608695652174
2018-04-12,12.652173913043478
2018-04-13,12.391304347826088
2018-04-14,9.652173913043478
2018-04-15,9.0
2018-04-16,9.91304347826087
2018-04-17,10.304347826086957
2018-04-18,10.956521739130435
2018-04-19,10.434782608695652
2018-04-20,10.043478260869566
2018-04-21,9.391304347826088
2018-04-22,9.521739130434783
2018-04-23,10.695652173913043
2018-04-24,12.91304347826087
2018-04-25,12.391304347826088
2018-04-26,10.434782608695652
2018-04-27,9.130434782608695
2018-04-28,7.695652173913044
2018-04-29,8.347826086956523
2018-04-30,8.347826086956523
2018-05-01,12.0
2018-05-02,12.0
2018-05-03,12.0
2018-05-04,12.0
2018-05-05,12.0
2018-05-06,12.0
2018-05-07,12.0
2018-05-08,12.0
2018-05-09,12.0
2018-05-10,12.0
2018-05-11,12.0
2018-05-12,12.0
2018-05-13,12.0
2018-05-14,12.0
